199,196,289,235,0.667283
197,196,287,235,0.655118
196,197,286,236,0.690235
195,196,285,235,0.697784
193,195,283,234,0.711900
194,194,284,233,0.714405
192,193,282,232,0.685492
192,192,281,231,0.677456
191,191,280,230,0.670496
190,188,280,227,0.668647
188,187,278,226,0.647680
187,186,277,225,0.652662
187,186,277,225,0.640848
184,183,274,222,0.654002
184,182,274,221,0.679124
182,180,272,219,0.667413
182,179,272,218,0.666221
180,178,270,217,0.653086
178,177,268,216,0.695894
178,176,268,215,0.666396
177,175,267,214,0.661887
175,174,265,213,0.682582
174,172,264,211,0.700590
173,171,263,210,0.692229
173,170,263,209,0.651229
173,169,263,208,0.607485
172,169,262,208,0.638462
172,167,262,206,0.676791
171,167,260,206,0.653587
168,166,257,205,0.678571
167,164,256,203,0.692586
165,163,254,202,0.685362
163,161,252,200,0.688997
161,161,250,200,0.712615
158,160,246,198,0.585925
157,159,246,197,0.544818
155,158,244,196,0.593429
152,157,241,195,0.601020
151,157,240,195,0.624189
149,154,238,192,0.648506
149,154,238,192,0.692568
148,152,237,190,0.620858
147,151,236,189,0.613113
146,151,234,189,0.523311
145,150,231,187,0.583868
143,151,229,188,0.590916
140,148,228,186,0.599255
139,149,228,187,0.616997
136,146,225,184,0.629722
134,145,223,183,0.680833
132,146,221,184,0.674062
130,144,219,182,0.732955
130,145,219,183,0.712935
128,144,217,182,0.695978
127,144,216,182,0.727226
127,143,216,181,0.737657
123,143,212,181,0.729407
122,142,211,180,0.670602
120,142,209,180,0.684215
120,142,209,180,0.715878
117,141,206,179,0.767529
117,141,206,179,0.716148
116,141,205,179,0.688391
115,141,204,179,0.723395
113,142,202,180,0.665603
112,141,201,179,0.683531
109,142,198,180,0.697650
107,141,196,179,0.709999
106,141,195,179,0.772438
103,141,192,179,0.826483
100,141,189,179,0.751208
98,141,187,179,0.769327
98,141,187,179,0.791462
99,140,188,178,0.750386
100,141,189,179,0.749764
101,139,190,177,0.758388
103,140,192,178,0.730237
106,138,196,176,0.739767
111,137,201,175,0.805652
114,137,204,175,0.768374
117,135,206,173,0.773603
121,135,210,173,0.749770
126,134,215,172,0.704064
130,134,219,172,0.686881
134,132,223,170,0.691426
138,131,227,169,0.745738
140,130,230,168,0.778270
145,129,234,167,0.785208
148,128,237,166,0.783767
150,127,240,165,0.836930
156,126,246,164,0.822198
156,126,246,164,0.835432
161,125,251,163,0.784463
164,125,255,163,0.764268
166,124,256,162,0.761193
171,123,261,162,0.754758
173,123,263,162,0.708811
178,122,268,161,0.692966
179,121,269,160,0.694188
182,120,272,159,0.702233
182,120,272,159,0.763119
183,120,273,159,0.741574
184,121,274,160,0.709714
185,122,275,161,0.700198
187,121,277,160,0.748611
186,123,276,162,0.694050
183,123,273,162,0.671648
183,124,273,163,0.678274
179,126,269,165,0.702317
177,127,267,166,0.681099
175,130,265,169,0.690397
172,131,262,170,0.695602
171,134,261,173,0.688457
166,135,256,174,0.684966
167,136,257,175,0.722217
162,139,252,178,0.729768
161,140,251,179,0.703024
156,144,246,183,0.695126
156,145,246,184,0.700330
151,146,241,185,0.722399
150,147,240,186,0.766365
147,147,237,186,0.727018
145,148,236,187,0.787665
143,147,234,186,0.768263
142,146,232,185,0.746834
139,146,229,185,0.743187
137,145,227,184,0.670566
136,144,226,183,0.709096
132,142,222,181,0.700420
132,141,222,180,0.683030
130,140,220,179,0.686139
127,139,217,178,0.701600
126,136,216,175,0.661730
121,135,211,174,0.703932
120,133,210,172,0.727809
118,132,208,171,0.714730
116,130,206,169,0.710252
116,129,206,168,0.733058
113,129,203,168,0.701200
112,129,202,168,0.660832
111,129,201,168,0.696146
111,130,201,169,0.670251
110,130,200,169,0.664536
111,131,201,170,0.657614
112,131,202,170,0.674974
113,131,203,170,0.691052
114,131,204,170,0.671672
114,131,204,170,0.703192
116,131,206,170,0.705846
120,130,210,169,0.700451
122,130,212,169,0.698290
126,130,216,169,0.713192
130,130,220,169,0.653408
132,129,222,168,0.659236
137,127,227,166,0.695734
139,126,229,165,0.738585
142,126,232,165,0.734537
146,124,236,163,0.657432
148,122,238,161,0.668253
151,119,241,158,0.666296
155,117,245,156,0.654049
157,115,247,154,0.656098
158,112,248,151,0.678376
160,110,250,149,0.687267
160,108,250,147,0.651552
161,107,251,146,0.655779
160,107,250,146,0.666321
161,107,251,146,0.684079
162,108,252,147,0.691735
162,109,253,148,0.696297
162,110,253,149,0.721782
163,110,254,149,0.704322
164,111,255,150,0.716046
164,112,255,151,0.718422
165,114,256,153,0.657180
165,114,256,153,0.662294
167,115,257,154,0.666015
166,116,256,155,0.665478
167,116,257,155,0.666382
168,117,258,156,0.677484
167,118,257,157,0.710540
169,119,259,158,0.662332
168,120,258,159,0.675586
168,121,258,160,0.643989
169,122,259,161,0.646703
170,122,260,161,0.667422
170,122,261,161,0.701387
171,122,262,161,0.698517
173,122,263,161,0.692073
171,123,261,162,0.677931
173,124,263,163,0.688485
172,125,262,164,0.637438
173,125,263,164,0.637203
173,125,263,164,0.635338
175,125,265,164,0.631552
175,125,265,164,0.635891
176,126,266,165,0.633794
177,125,267,164,0.625910
176,126,266,165,0.653342
177,126,267,165,0.642855
175,126,265,165,0.646265
175,127,265,166,0.622919
172,127,262,166,0.628462
171,127,261,166,0.628132
170,127,260,166,0.628051
167,128,257,167,0.619060
165,127,255,166,0.640806
162,127,252,166,0.641881
158,127,248,166,0.643920
156,127,246,166,0.649073
154,128,244,167,0.630643
154,127,244,166,0.626161
152,128,242,167,0.622871
150,127,240,166,0.607460
148,127,238,166,0.638773
146,127,236,166,0.632261
144,127,235,166,0.636736
142,127,233,166,0.641461
139,127,230,166,0.637812
137,128,228,167,0.619517
135,127,226,166,0.623156
133,128,224,167,0.621533
131,128,222,167,0.616886
130,128,221,167,0.616014
127,129,218,168,0.618804
126,128,217,167,0.605760
123,128,214,167,0.618137
120,129,211,168,0.604273
118,128,209,167,0.634595
116,130,207,169,0.647514
115,128,205,167,0.621549
113,129,203,168,0.624301
107,130,197,169,0.624150
105,129,195,168,0.629843
100,130,190,169,0.628951
97,129,187,168,0.624263
96,130,186,169,0.616836
92,130,182,169,0.607070
92,130,182,169,0.607329
88,130,178,169,0.598620
86,130,176,169,0.602218
82,131,172,170,0.605276
78,131,168,170,0.614850
77,132,167,171,0.610891
73,131,163,170,0.618220
72,131,162,170,0.618992
70,132,160,171,0.619078
67,131,157,170,0.636071
66,132,156,171,0.639332
61,132,151,171,0.637460
59,132,149,171,0.633521
57,132,147,171,0.630364
55,132,145,171,0.622287
53,132,143,171,0.625732
50,132,140,171,0.628891
47,131,137,170,0.627275
45,133,135,172,0.627153
42,132,132,171,0.620275
41,132,131,171,0.618112
39,132,129,171,0.615458
37,131,127,170,0.611479
34,131,124,170,0.615575
32,131,122,170,0.609678
30,131,120,170,0.615634
29,131,119,170,0.617359
26,131,116,170,0.619736
24,129,114,168,0.625368
22,129,112,168,0.616772
20,129,110,168,0.615444
18,128,108,167,0.612337
16,128,106,167,0.614023
12,127,102,166,0.612403
11,126,101,165,0.613554
10,124,100,163,0.614300
11,122,101,161,0.616995
13,121,103,160,0.615819
13,119,103,158,0.615615
15,117,105,156,0.607362
16,116,106,155,0.602908
16,114,107,153,0.610928
18,112,109,151,0.617711
19,111,110,150,0.613437
19,110,110,149,0.616157
21,107,112,146,0.623439
21,107,112,146,0.616999
20,106,111,145,0.626984
22,106,113,145,0.627449
21,107,112,146,0.632453
22,106,113,145,0.623048
22,107,113,146,0.619532
22,107,113,146,0.609033
24,108,115,147,0.600904
25,108,116,147,0.596333
25,108,116,147,0.609398
27,110,118,149,0.607781
26,110,117,149,0.603062
28,111,119,150,0.609639
28,112,119,151,0.614545
28,114,119,153,0.611611
31,116,122,155,0.598867
30,116,121,155,0.596029
32,118,123,157,0.602108
32,119,123,158,0.606015
33,120,124,159,0.619987
34,122,125,161,0.632253
34,122,125,161,0.647952
37,123,128,162,0.653720
38,123,129,162,0.654332
40,126,131,165,0.655562
39,127,130,166,0.649154
40,128,131,167,0.647276
42,129,133,168,0.657930
42,131,133,170,0.656050
43,132,133,171,0.663963
44,133,134,172,0.657152
43,135,133,174,0.642176
44,136,134,175,0.644462
46,137,136,176,0.638359
49,137,139,176,0.658924
50,138,140,177,0.665690
50,139,140,178,0.655431
52,140,142,179,0.651953
54,141,144,180,0.668679
54,143,144,182,0.662012
55,144,145,183,0.656203
57,145,147,184,0.647298
58,146,148,185,0.654351
60,147,150,186,0.639488
62,149,152,188,0.589580
63,149,153,188,0.567491
64,151,154,190,0.554310
63,152,153,191,0.601785
64,153,154,192,0.566785
62,155,152,194,0.628391
64,156,154,195,0.680259
66,157,156,196,0.656637
67,159,156,198,0.660911
68,159,157,198,0.649074
70,161,159,200,0.646986
70,161,159,200,0.663392
71,162,160,201,0.660018
73,163,162,202,0.552562
75,164,162,202,0.537542
79,166,162,202,0.554429
94,169,169,201,0.545040
97,171,169,202,0.537417
101,172,168,201,0.496198
104,174,169,202,0.483366
110,176,175,204,0.390448
121,179,178,204,0.374016
128,181,184,205,0.365083
140,181,195,205,0.370253
149,183,203,207,0.405307
159,183,213,207,0.377828
168,185,224,210,0.395829
168,185,224,210,0.396333
174,186,232,212,0.388476
185,186,243,212,0.402883
194,188,252,214,0.401499
214,189,271,215,0.396323
222,190,280,217,0.378037
223,190,279,216,0.398731
233,188,290,214,0.429703
243,187,301,213,0.396065
251,186,309,212,0.395076
262,185,320,211,0.380765
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
96,143,195,186,0.633888
89,142,193,187,0.673058
87,141,189,185,0.699751
85,142,183,184,0.679501
85,142,181,183,0.678395
87,142,182,183,0.650161
85,141,180,182,0.647284
86,140,180,180,0.648684
84,139,177,179,0.630013
80,139,173,179,0.648196
81,138,174,178,0.633850
81,138,173,178,0.632066
77,136,168,176,0.630389
77,136,168,176,0.627185
74,134,167,174,0.634161
74,133,166,173,0.628826
72,133,163,173,0.623360
71,131,162,171,0.631887
71,131,162,171,0.626011
67,130,158,170,0.629783
67,130,158,170,0.644358
64,130,155,170,0.631979
63,129,154,169,0.637585
62,129,153,169,0.632925
61,129,152,169,0.648700
61,129,152,169,0.636547
61,128,152,168,0.635910
58,127,149,167,0.634718
58,127,149,167,0.648483
54,127,145,167,0.638786
55,127,146,167,0.640999
51,127,142,167,0.629879
51,126,142,166,0.628002
47,126,138,166,0.643870
46,126,136,166,0.643757
46,125,136,165,0.649700
43,126,133,166,0.648303
42,124,131,164,0.626588
41,124,130,164,0.630343
39,123,128,163,0.627783
40,123,129,163,0.607800
38,123,129,163,0.567880
40,123,132,163,0.558453
43,123,135,163,0.569021
48,122,139,162,0.585494
53,122,144,162,0.602749
57,122,148,162,0.623563
62,121,153,161,0.624218
66,120,157,160,0.605877
71,120,162,160,0.591465
75,119,166,159,0.593477
80,119,171,159,0.579605
82,119,173,159,0.595271
88,118,179,158,0.586678
92,118,183,158,0.587621
96,117,187,157,0.599406
98,117,189,157,0.605505
100,116,191,156,0.600654
102,116,193,156,0.604924
104,115,195,155,0.610218
106,114,197,154,0.597385
106,114,198,154,0.600687
109,114,201,154,0.611640
111,114,202,154,0.603132
113,113,204,153,0.609724
115,114,206,154,0.618287
115,113,206,153,0.609774
118,113,210,153,0.612196
120,113,212,153,0.613963
124,112,215,152,0.619632
126,113,217,153,0.633314
126,113,217,153,0.640070
130,114,221,154,0.615428
130,115,221,155,0.599826
133,113,224,153,0.601726
134,114,225,154,0.614561
134,114,225,154,0.612803
136,114,228,154,0.606589
139,113,231,153,0.604220
144,112,235,152,0.605963
145,112,236,152,0.604720
146,112,237,152,0.603602
146,112,237,152,0.606067
142,112,233,152,0.589727
138,112,229,152,0.588594
131,112,222,152,0.596419
125,111,216,151,0.568558
120,111,211,151,0.549753
113,110,204,150,0.571557
109,111,200,151,0.582241
103,110,194,150,0.595467
97,110,188,150,0.593213
93,109,184,149,0.591154
92,109,183,149,0.558028
95,109,186,149,0.576096
103,108,194,148,0.559224
118,107,209,147,0.577669
132,106,223,146,0.574628
146,105,237,145,0.553366
162,104,253,144,0.570386
175,102,267,142,0.563247
187,101,278,141,0.565479
193,102,284,142,0.581704
197,101,288,141,0.585437
203,101,294,141,0.563157
206,101,297,141,0.587608
210,100,301,140,0.602242
212,101,303,141,0.584192
213,99,304,139,0.562222
219,100,306,138,0.554554
219,101,302,137,0.533755
228,100,310,136,0.565541
232,100,319,138,0.517824
238,100,324,137,0.464828
249,100,333,136,0.405001
254,100,341,137,0.510254
264,100,351,137,0.502833
269,98,359,136,0.450845
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
205,97,295,136,0.518958
205,97,295,136,0.535871
205,98,295,137,0.549219
204,98,294,137,0.566474
204,98,294,137,0.565810
204,98,294,137,0.562777
203,99,292,138,0.551073
204,98,293,137,0.547284
204,98,293,137,0.551204
203,97,292,136,0.548324
203,97,292,136,0.552125
202,98,291,137,0.543599
202,96,291,135,0.542697
201,97,290,136,0.544245
200,96,289,135,0.543556
200,96,289,135,0.538681
199,97,288,136,0.534888
199,96,288,135,0.534338
200,96,289,135,0.533436
199,95,289,134,0.524729
199,95,289,134,0.527386
199,95,289,134,0.529978
198,95,288,134,0.531118
195,96,285,135,0.538975
192,96,282,135,0.533000
189,96,279,135,0.531431
186,96,276,135,0.530177
183,96,273,135,0.532015
181,97,271,136,0.528923
177,97,267,136,0.531605
174,98,264,137,0.538153
170,99,260,138,0.531174
169,98,259,137,0.530740
162,99,252,138,0.525860
157,99,247,138,0.521378
152,100,242,139,0.520327
143,102,233,141,0.513141
137,102,227,141,0.527446
130,104,220,143,0.533251
122,104,212,143,0.527545
118,104,208,143,0.527870
110,106,200,145,0.540194
104,106,194,145,0.524461
98,107,188,146,0.534816
88,110,178,149,0.526886
83,110,173,149,0.559453
78,112,168,151,0.560150
76,112,166,151,0.555104
76,113,166,152,0.556741
76,114,166,153,0.551131
78,114,168,153,0.563645
80,114,170,153,0.557747
80,114,170,153,0.556444
84,114,174,153,0.552953
84,114,174,153,0.551391
85,114,175,153,0.544883
88,113,178,152,0.541379
89,113,179,152,0.533840
91,114,181,153,0.533201
93,113,183,152,0.539021
94,114,184,153,0.547417
97,115,187,154,0.564503
99,116,189,155,0.562735
101,117,191,156,0.561988
103,117,193,156,0.556122
104,118,194,157,0.553361
104,117,194,156,0.546665
106,117,196,156,0.528431
106,118,196,157,0.510880
110,118,200,157,0.526589
112,120,202,159,0.518836
113,120,203,159,0.521704
116,121,206,160,0.525419
117,121,207,160,0.512685
120,122,211,161,0.518533
122,121,213,160,0.513409
125,122,216,161,0.517310
127,122,218,161,0.518244
129,122,220,161,0.513930
131,122,222,161,0.502882
133,122,225,161,0.523625
136,122,228,161,0.521002
138,122,230,161,0.573729
140,122,232,161,0.603787
142,121,234,160,0.558351
144,122,236,161,0.529488
148,121,240,160,0.543616
149,121,240,159,0.510318
152,122,237,157,0.412649
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
109,117,199,156,0.545198
106,117,196,156,0.554367
103,117,193,156,0.555112
99,117,189,156,0.558654
97,116,187,155,0.551627
94,117,184,156,0.544893
92,116,182,155,0.542654
88,117,177,156,0.554640
86,116,175,155,0.552195
83,116,172,155,0.552956
82,115,171,154,0.549020
82,115,171,154,0.547908
81,115,170,154,0.552192
81,115,170,154,0.551588
81,114,170,153,0.544771
80,114,169,153,0.544972
81,114,170,153,0.549569
79,116,168,155,0.547087
79,114,168,153,0.547652
78,115,167,154,0.552307
76,115,165,154,0.550518
76,115,165,154,0.558269
76,115,165,154,0.557848
77,114,167,153,0.558618
76,114,166,153,0.533328
76,114,166,153,0.558011
74,113,164,152,0.546306
71,113,162,152,0.534315
67,113,158,152,0.512350
62,113,153,152,0.523550
62,113,153,152,0.523720
59,113,150,152,0.516066
56,113,147,152,0.509641
53,113,144,152,0.520686
49,113,140,152,0.526697
45,113,136,152,0.531781
45,113,136,152,0.534907
45,113,136,152,0.527731
44,113,135,152,0.524277
44,113,135,152,0.524776
44,113,135,152,0.525270
45,113,136,152,0.530943
44,113,135,152,0.525510
44,113,135,152,0.525086
44,113,135,152,0.516008
44,113,135,152,0.529327
44,113,135,152,0.530904
43,114,134,153,0.540173
43,113,134,152,0.535880
42,114,133,153,0.538541
43,113,134,152,0.529350
44,113,135,152,0.537544
43,114,134,153,0.541282
43,113,134,152,0.544181
43,114,135,153,0.541719
42,114,134,153,0.541917
44,114,136,153,0.540039
42,115,134,154,0.543006
42,114,134,153,0.545634
43,115,135,154,0.545628
42,115,134,154,0.542536
44,115,136,154,0.546225
42,115,134,154,0.551866
43,115,135,154,0.551526
41,116,133,155,0.548205
40,115,132,154,0.545938
41,115,133,154,0.539974
38,115,130,154,0.539313
41,115,133,154,0.539137
39,115,131,154,0.532203
41,115,133,154,0.531791
39,115,132,154,0.528740
38,115,130,154,0.527077
38,115,131,154,0.540574
36,116,129,155,0.543072
35,116,128,155,0.544347
35,116,128,155,0.536829
33,117,126,156,0.527200
33,116,126,155,0.526566
32,118,125,157,0.529897
31,117,124,156,0.533079
31,117,124,156,0.541345
27,118,120,157,0.544652
31,117,124,156,0.535886
32,118,125,157,0.530984
34,117,127,156,0.535278
36,118,129,157,0.535935
37,118,130,157,0.531148
39,118,132,157,0.529585
41,118,134,157,0.532714
42,118,135,157,0.533758
44,118,137,157,0.537069
47,117,140,156,0.535616
48,117,141,156,0.533414
50,117,143,156,0.537633
53,118,146,157,0.541510
53,118,146,157,0.546328
56,117,149,156,0.545612
57,119,150,158,0.543611
58,119,151,158,0.542270
61,119,154,158,0.535578
61,120,154,159,0.535244
63,119,156,158,0.537179
64,120,157,159,0.535250
64,120,157,159,0.531937
66,120,159,159,0.536920
68,120,161,159,0.536164
70,120,163,159,0.530887
73,120,166,159,0.539159
73,120,166,159,0.539667
76,120,169,159,0.541550
75,120,168,159,0.545083
79,120,172,159,0.546679
79,120,172,159,0.546243
82,120,175,159,0.545762
83,122,176,161,0.532778
84,120,177,159,0.545119
87,121,181,160,0.552938
86,121,180,160,0.546956
90,121,184,160,0.547637
89,122,183,161,0.537647
91,121,185,160,0.550566
93,121,187,160,0.545618
93,122,187,161,0.547597
96,122,190,161,0.538950
96,123,190,162,0.534066
97,123,191,162,0.527634
100,123,194,162,0.522834
101,124,195,163,0.521179
103,124,197,163,0.527430
105,124,199,163,0.529434
107,124,201,163,0.532467
108,124,202,163,0.524375
111,124,205,163,0.518544
111,125,205,164,0.522994
114,125,208,164,0.513210
115,126,209,165,0.519864
117,126,211,165,0.522244
119,126,213,165,0.509567
120,127,214,166,0.504949
122,127,216,166,0.497926
124,128,218,167,0.490632
124,129,217,168,0.500942
126,129,219,168,0.502814
126,130,219,169,0.515948
128,130,221,169,0.513127
131,130,224,169,0.506335
131,131,224,170,0.505473
133,131,226,170,0.511892
133,132,226,171,0.519415
134,132,227,171,0.516622
137,132,230,171,0.519235
137,133,230,172,0.519240
